# 데이터 출처: 환경부 무공해차 통합누리집(ev.or.kr)
시도,지역구분,차종구분,공고파일,접수방법,민간공고대수_전체,민간공고대수_우선순위,민간공고대수_법인기관,민간공고대수_택시,민간공고대수_일반,접수대수_전체,접수대수_우선순위,접수대수_법인기관,접수대수_택시,접수대수_일반,출고대수_전체,출고대수_우선순위,출고대수_법인기관,출고대수_택시,출고대수_일반,출고잔여대수_전체,출고잔여대수_우선순위,출고잔여대수_법인기관,출고잔여대수_택시,출고잔여대수_일반,비고
경북,김천시,전기화물,본공고 1 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,140,10,0,5,125,132,78,4,8,42,98,63,3,5,27,42,0,0,0,98,"★★★ 2차 물량 ""승용, 화물"" 마감입니다.(선정완료) ★★★ 하반기 추가공고는 미정입니다. ○ 지원대수 : 승용 270대, 화물 30대, 승합 2대, 어린이통학차량 2대 ※ 차종별 차등 지원으로, 보급대수는 조정될 수 있음.+ ★기타 자세한 사항은 공고문 확인 ★전환지원금 관련 서류(""보조금지급신청""시 까지 제출) [공통]자동차등록원부(갑부) (수출말소·폐차) 자동차말소사실증명서 (매도) 자동차양도증명서, 가족관계증명서 ★★★순차적으로 처리하오니 원활한 진행을 위해 처리독촉 전화 자제 부탁드립니다"
경북,안동시,전기화물,추경1차 1 추경1차 2 추경1차 3 추경2차 1,*일반: 출고등록순 *우선: 출고등록순,127,7,0,2,118,126,87,7,4,28,97,66,7,2,22,30,0,0,0,96,"2026. 5. 7. 화물 오전 10시 47분 마감합니다. 2026. 5. 7. 승용 오후 12시 마감합니다. ★ 2026년 안동시 전기자동차 보급사업(2차) ★ ○ 신청기간 : 2026. 5. 7.(목) 10:00 ~ 6. 30.(화) 18:00, 보급 여건에 따라 조기 마감 ○ 보급대수 : 승용 300대, 화물 60대, (일반)승합 4대 * 예산 범위 내 변동 가능 ○ 기타 자세한 내용은 공고문 참조(1번 PDF, 2번 한글, 3번 보조금) - 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가 - 전환지원금 대상 차량의 처분은 보조금 지급 신청 전까지 완료 - 제조, 판매사는 신청에 관련된 모든 사항을 정확히 입력 - 원활한 업무 처리를 위해 접수일 전화 문의 자제 - 서류는 이번 공고문 기준으로 작성(아닐 시 보완 처리)"
경북,구미시,전기화물,추경1차 1 추경1차 2 추경1차 3,*일반: 출고등록순 *우선: 출고등록순,229,17,0,7,205,155,100,6,7,42,155,100,6,7,42,74,0,0,0,163,"★ 무공해차 통합누리집 출고잔여대수와 실제 잔여대수는 일치하지 않습니다. ★ 2차 공고는 조기마감이 예상되므로 10일 이내 출고가능한 차량은 신청당일 접수해주시고, 서류 검토 및 자격부여 후 6월 8일(월) 오전 9시부터 지원가능요청 순서대로 예산범위 내에서 대상자 선정 예정 ★ 신청서류 미비로 인한 보완요청 시 검토 순번이 후순위로 밀릴 수 있으니 대리점에서는 접수 시 누락된 서류 및 오기재가 없는지 필히 확인하여 주시기 바랍니다. - 경유화물차 여부 확인 후 폐차 또는 이전하는 경우 반드시 기재해주세요. ※ 구미시 전기자동차 보급사업 2차 공고 - 보급대수 : 530대(승용 450, 화물 74, 승합 6) - 신청기간 : 2026. 6. 5.(금) 10:00 ~ 8. 31.(월) - 신청방법 : 전기자동차 제작수입사를 통해 신청"
경북,영주시,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,180,18,0,9,153,106,71,2,7,26,71,47,2,6,16,109,0,0,3,137,"<2026년 전기자동차 구매지원 사업 2차 공고> 1. 접수기간 : 2026. 5. 19.(화) 14:00 ~ 예산소진 시까지 2. 2차 보급대수 : 404대(승용300대, 화물100대, 개인승합 4대) ※ 지원 차종 및 국비 추가 지원 등 예산소진 현황에 따라 총 보급물량은 변동 가능 3. 신청대상 및 자격조건 - 영주시에 3개월 이상 연속하여 주소를 둔 만 18세 이상의 개인 또는 개인사업자 - 영주시 내 위치한 법인, 단체 및 기관 4.대상자 선정 : 출고등록순 5. 문 의 처 : 영주시청 환경보호과 (☎ 054-639-6757) ※ 기타 자세한 내용은 공고문(붙임 파일) 확인바랍니다. ※ 시스템 접수 순으로 서류검토 중입니다. 독촉여부와 상관없이 접수된 순서대로 처리하오니 이 점 참고바랍니다. ※ 지원가능확인요청 순으로 예산범위 내에서 대상자로 확정되며 대리점에서 지원가능확인요청을 누른 시점을 기준으로 순서가 결정됩니다. ★★★★★★★★ 공고문 반드시 확인하시기 바라며, 변경된 지원신청 서류를 확인하시기 바랍니다.★★★★★★★★★"
경북,영천시,전기화물,본공고 1 본공고 2 본공고 3 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,150,22,0,8,120,126,82,5,5,34,93,59,3,5,26,57,0,0,3,94,"←통합누리집의 잔여대수와 실제 잔여대수 차이 있을 수 있음. ★ 차종별 단가 및 추가지원금 적용 여부에 따라 실제 지원 대수는 변동될 수 있음 ㅇ 상반기 보급대수 : 승용 150대, 화물 75대, 승합 5대 ㅇ 2차 보급대수 : 승용 150대, 화물 75대, 승합 5대 ※ 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있으며 전기이륜은 별도 공고"
경북,상주시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,150,0,0,0,150,130,89,1,1,39,114,79,0,1,34,36,0,0,0,116,"화물 1차 ,2차 마감 3차 사업은 미정(만약 할 예정이면 공고) 마감, 3차 사업 문의 하지 말아주세요(전화가 너무 많이 옵니다)"
경북,문경시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,70,10,5,4,51,64,49,0,1,14,60,46,0,1,13,10,0,5,3,38,
경북,경산시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,140,14,0,7,119,122,90,9,5,18,120,89,8,5,18,20,0,0,2,101,
경북,의성군,전기화물,본공고 1 본공고 2 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,100,10,0,4,86,74,40,4,4,26,62,32,4,4,22,38,0,0,0,64,"※ 2차 접수가 시행되는 5월 첫째주, 둘째주 중 전화문의가 많습니다. 단순 민원(접수확인, 추가보조금금액 문의 등)은 공고문 및 통합누리집을 참고해주시기 바랍니다."
경북,청송군,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,60,6,6,6,42,39,17,3,2,17,32,15,3,2,12,28,0,3,4,30,"*차종별 보조금액은 무공해차 통합관리시스템에서 확인 -무공해차 통합누리집 - 구매 및 지원 - 구매보조금 지급현황 - 세부차종 선택(전기승용/전기화물/전기승합) - 조회- 지자체 차종별 보조금 선택 - 청송군 찾아서 '조회' *차종별 보조금의 차이, 국비 추가 보조금 지원 여부, 국비 교부 상황 등에 따라 실제 보급대수는 변동 될 수 있음. *전기화물차 신청시 경유화물차 보유여부 및 폐차이행여부 확인 후 신청 바랍니다. ※민원전화로 인해 업무처리가 지연될 수 있습니다. 처리 독촉 전화 자제부탁드립니다. ※당일 접수 후 출고는 여건에 따라 불가능할 수 있으므로 반드시 출고 1일전 접수 바랍니다."
경북,영양군,전기화물,본공고 1 본공고 2,*일반: 접수순 *우선: 접수순,10,4,0,2,4,14,8,0,0,6,9,5,0,0,4,1,0,0,2,0,
경북,영덕군,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,14,2,0,1,11,13,9,1,0,3,13,9,1,0,3,1,0,0,1,8,"<2026년 영덕군 전기자동차 구매지원 사업 공고> ***승용, 화물 접수 마감*** ★추가적인 일정에 대해서는 6월 이후에 문의주시길 바랍니다. ★★담당자 1명이 전기자동차 보조금 등 업무를 맡고 있습니다. 양해 부탁드립니다. ◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다."
경북,청도군,전기화물,본공고 1 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,90,9,0,5,76,70,47,1,1,21,60,40,1,1,18,30,0,0,4,58,"<2026년 전기자동차 보급지원 사업 2차 공고> 1. 접수기간 : 2026. 5. 13.(수) 09:00 ~ 예산소진 시까지 2. 2차 보급대수 : 100대(승용40대, 화물60대) ※ 지원 차종 및 국비 추가 지원 등 예산소진 현황에 따라 총 보급물량은 변동 가능 3.대상자 선정 : 출고등록순 4. 문 의 처 : 청도군청 환경산림과 (☎ 054-370-2185) ※ 상반기 1차 승용은 마감되었으며 상반기 1차 화물은 접수 받고 있습니다. ※ 지원가능확인요청 순으로 예산범위 내에서 대상자로 확정되며 대리점에서 지원가능확인요청을 누른 시점을 기준으로 순서가 결정됩니다."
경북,고령군,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,19,0,0,0,19,40,31,1,1,7,40,31,1,1,7,0,0,0,0,12,"[2026년 고령군 전기자동차 상반기 2차 보급사업] -신청기간: 2026. 5. 27.(수) 10:00 - 2026. 6. 30.(화) 18:00 ※예산 소진시 조기 마감 -지원대수: 70대(승용50대, 화물20대) -대상자 선정: 출고·등록 순 -지원대상: 신청서 접수일 기준 고령군에 60일 이상 연속하여 거주하거나 고령군에 60일 이상 사무소를 두고 사업자 등록을 한 자로서 관련 요건을 충족한 자(자세한 요건 공고문 참조) - 기타 자세한사항은 공고문을 참조하시기 바랍니다. ※ 공고문 및 차종별 지원금 확인 경로 :고령군청 홈페이지 > 대가야고령 > 고령알리미 > 고시/공고 ◀◀왼쪽의 잔여대수와 실잔여대수는 다릅니다."
경북,성주군,전기화물,본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 추경1차 3,*일반: 출고등록순 *우선: 출고등록순,182,25,0,5,152,157,71,2,3,81,137,63,1,3,70,45,0,0,2,82,"★ 전기화물(보조예산금액으로 산정함) 하반기 접수(신청) 받습니다. 2026. 5. 11(월) 09:00부터 지원접수 순서가 아닌 차량 출고등록순으로 대상자 선정됨을 알려드리며, 동일일자일 경우, 지원가능 확인 요청순으로 대상자 선정 예정임을 알려드립니다. ★ 검토 및 대상자 선정을 순차적으로 처리되오니, 원활한 업무처리를 위해 단순 접수 알림, 처리 독촉 문의는 자체 부탁드립니다. [2026년 하반기 성주군 전기자동차 보급사업 안내] ○ 접수기간 : 2026. 5. 11.(월) 09:00 ~ 12. 10.(목) 18:00 ※ 보급대수는 보조금 차등 지원 및 구매 수요에 따라 변동, 예산소진시 보급대수와 관계없이 신청(접수) 마감 ○ 지원대수 : 승용 90대[55대), 화물 58대{50대), 승합 2대 ※ 차종별 차등 지원으로 예산범위 내 보급대수는 조정될 수 있음. **[ }은 보조금 차등 지원에 따른 실제 보급 예상대수(**변동될 수 있음.) ★ 전환지원금은 ""개인""만 신청 가능하며, 신청단계에서 전환지원금 여부 선택 후 지급 신청 전까지 판매 및 폐차 관련 서류 제출 - 전환지원금 관련 서류(""보조금지급신청""시 까지 제출) (공 통) 자동차등록원부(갑부) (수출말소·폐차) 자동차말소사실증명서 - 계약서에 출고예정일 필히 기재 - 지원가능확인 요청 단계에서 차량 배정 내역 등 출고예정증빙 자료 첨부 - 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가 - 전환지원금 대상 차량의 처분은 차량등록일로부터 10일 이내 완료(지급 신청 전) - 제조, 판매사는 신청에 관련된 모든 사항을 정확히 입력 ★ 기타 자세한 사항은 공고문 확인"
경북,칠곡군,전기화물,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,94,12,0,6,76,133,91,9,8,25,87,56,5,8,18,7,0,0,0,58,"* 2차 보급사업(승용, 화물) 선정 마감. 취소 분 발생 시 지원가능확인요청 순으로 대상자 확정 * 3차 접수: 7.1.(수) 09:00 시작(승용 40대, 화물 10대 정도) - 지원가능확인요청 순으로 예산범위 내에서 대상자 확정 - 보급대수는 예산편성 단가기준 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 물량은 공고 물량과 다를 수 있음 - 보급여건 및 예산증감에 따라 보급대수 변동가능 - 문의처: 054-979-6757"
경북,예천군,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,80,8,0,4,68,70,55,2,1,12,50,39,2,1,8,30,0,0,3,60,
경북,봉화군,전기화물,,*일반: 출고등록순 *우선: 출고등록순,80,10,0,0,70,37,21,1,0,15,32,18,0,0,14,48,0,0,0,56,
경북,울진군,전기화물,본공고 1,*일반: 출고등록순 *우선: 출고등록순,50,4,0,5,41,39,28,3,5,3,23,17,2,2,2,27,0,0,3,39,"★ 2026년 상반기 울진군 전기자동차 보급사업 ★ 1. 사업내용 : 전기자동차 신규 등록 시 구매 보조금 지원 2. 사 업 량 : 128대 【승용 100, 화물 25, 승합 1, 수소차 2】 ※ 보급대수는 예산 집행 사정에 따라 변경될 수 있음 3. 사업(접수)기간 : 2026. 2. 6.(금) 10:00 ~ 2026. 6. 26.(금) 18:00 - 예산 소진 시 조기마감 4. 대상차량 : 환경부 보조금 승인 확정 차량 5. 지원방법 : 차량 제작 판매사를 통한 구매계약, 보조금 지원 신청 (※ 환경부 무공해차 구매보조금 지원시스템 이용)"
경북,울릉군,전기화물,본공고 1 본공고 2 본공고 3,*일반: 접수순(초과시 출고등록순) *우선: 접수순(초과시 출고등록순),15,0,0,0,15,16,9,1,0,6,15,9,1,0,5,0,0,0,0,10,전기화물 차량 접수 3.24.(화) 12시 추가 물량 5대 접수 시작합니다.
경남,창원시,전기화물,,*일반: 출고등록순 *우선: 출고등록순,500,50,0,25,425,500,169,49,23,259,300,38,33,17,212,200,12,0,8,213,"<2026년 창원시 상반기 전기자동차 보급사업(2차) 안내> 1. 신청기간: 2026. 5. 22.(금) 10:00 ~ 예산 소진 시 *화물 14:00 접수시작 2. 보급물량 - 승용 1,100대 (일반 950 우선순위 100 택시 50) - 화물 200대 (일반 170 우선순위 20 택배 10) - 승합 4대 (일반승합 2, 어린이통학 2) ※ 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있음 3. 선정기준: 차량 출고등록순 4. 차종별 지원금액: 창원시 추경1차2 엑셀파일 참고 ※ 전환지원금 개인만 가능 (개인사업자, 법인 지급 불가) ※ 일반승합 개인만 지원 가능 (개인사업자, 법인 지급 불가) ※ 공고문 반드시 확인 부탁드립니다.(승용부분 확인)"
경남,진주시,전기화물,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,200,20,0,10,170,215,120,5,10,80,133,71,2,8,52,67,0,0,2,118,"◀◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다 ◀◀◀ 전기화물 잔여대수 : 일반마감!!!!!!!!!, 택배업 잔여 2대남았습니다 ◀◀◀ 택배업 접수 같은 경우, 연락주시길 바랍니다(055-749-8643) ※ 3차일정은 7~8월중에 문의바랍니다"
경남,통영시,전기화물,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,80,4,0,4,72,115,86,6,7,16,79,57,4,6,12,1,0,0,0,60,"2026. 5. 13. 기준 전기승용 접수 마감 전기화물 시비 기준 179만원 이하 차량 1대 신청 가능 ◀◀◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다. [통영시 전기자동차 보급사업 시행 공고(2차)] ○ 신청기간 : 2026. 5. 11.(월) ~ 예산 소진 시까지 - (전기승용): 2026. 5. 11.(월) 14:00 접수 시작 - (전기화물): 2026. 5. 11.(월) 10:00 접수 시작 ※접수일 당일 신청자가 많을 경우 당일 대상자 선정 및 출고 불가할 수 있으니 독촉 전화는 삼가해 주시기 바랍니다. ※ 예산 소진 시 조기 마감될 수 있습니다. ※3차공고 시기, 차종별 물량은 현재 정해지지 않았으며 시 재정상황 등을 고려하여 공고여부가 하반기 결정될 예정이니 참고하시기 바랍니다. ○ 보급대수 : 120대 - (전기승용) 110대(일반 98, 우선순위 6, 택시 6) - (전기화물) 10대(일반 10) ※보조금 차종별 차등지원에 따라 예산 범위 내 보급되며, 보급대수는 변동될 수 있음 ○ 대상자선정 : 출고등록순 ○ 신청방법 : 전기자동차 제작수입사(대리점 등)를 통해 신청 ○ 문 의 처 : 통영시 기후대기팀(☎055-650-5470) ○ 기타사항 : [붙임] 공고문 참고 ※기타 자세한 사항은 붙임의 공고문을 확인하여 주시기 바랍니다. ★★공고문 확인 먼저 부탁드립니다.★★ ★★담당자 1명이 전기자동차(승용,화물)서류 검토를 하고 있습니다. 통화량이 많을수록 업무처리가 지연되오니, 단순 차종별 보조금액 문의 및 처리독촉 전화는 삼가해 주시기 바랍니다.★★ ※시스템 접수 순으로 검토합니다. 단순 독촉 전화는 업무가 지연되오니 삼가해 주시기 바랍니다.※ ※지원가능확인요청 순으로 예산범위 내에서 대상자로 확정되며 대리점에서 지원가능확인요청을 누른 시점(시:분:초 단위로 모두 기록됨)을 기준으로 순서가 결정됩니다. ★주의사항★ 1. 자격부여는 대상자 선정된 것이 아니므로 출고 10일 전 지원가능 확인 요청 필수입니다. ※※자격부여만 받고 ""대상자 선정"" 없이 출고 시 보조금 지급 불가합니다.※※ 2. 전산상 잔여대수와 실제 잔여대수는 다릅니다. 3. 반든시 공고문 내 붙임 서식으로 접수해 주시기를 바랍니다. 4. 지원신청 및 지급신청 시 첨부파일은 1개의 PDF 파일로 저장하여 제출하시기를 바랍니다."
